CMDLINE python schemas-3-fulltableextract.py example_schema.yaml output/fullextract parquet https://pitest-fhir.azurehealthcareapis.com
MEM 1.339844 1659446410.0815
MEM 27.800781 1659446410.1819
MEM 41.179688 1659446410.2822
MEM 79.351562 1659446410.3824
MEM 92.593750 1659446410.4826
MEM 101.535156 1659446410.5830
MEM 101.820312 1659446410.6833
MEM 102.078125 1659446410.7837
MEM 102.078125 1659446410.8840
MEM 102.078125 1659446410.9843
MEM 102.136719 1659446411.0846
MEM 104.058594 1659446411.1849
MEM 104.066406 1659446411.2852
MEM 104.394531 1659446411.3855
MEM 104.394531 1659446411.4858
MEM 106.425781 1659446411.5861
MEM 106.425781 1659446411.6864
MEM 106.585938 1659446411.7867
MEM 106.585938 1659446411.8869
MEM 106.585938 1659446411.9872
MEM 106.652344 1659446412.0875
MEM 106.652344 1659446412.1877
MEM 106.910156 1659446412.2880
MEM 107.167969 1659446412.3882
MEM 107.660156 1659446412.4885
MEM 116.640625 1659446412.5888
MEM 116.640625 1659446412.6890
MEM 116.640625 1659446412.7893
MEM 116.640625 1659446412.8896
MEM 116.640625 1659446412.9898
MEM 116.640625 1659446413.0901
MEM 116.640625 1659446413.1904
MEM 116.640625 1659446413.2907
MEM 116.640625 1659446413.3908
MEM 116.640625 1659446413.4911
MEM 116.816406 1659446413.5914
MEM 126.093750 1659446413.6917
MEM 126.093750 1659446413.7920
MEM 126.093750 1659446413.8922
MEM 126.093750 1659446413.9925
MEM 126.093750 1659446414.0928
MEM 126.093750 1659446414.1931
MEM 126.093750 1659446414.2933
MEM 126.093750 1659446414.3936
MEM 126.093750 1659446414.4939
MEM 126.093750 1659446414.5942
MEM 134.167969 1659446414.6945
MEM 134.167969 1659446414.7947
MEM 134.167969 1659446414.8950
MEM 134.167969 1659446414.9953
MEM 134.167969 1659446415.0955
MEM 134.167969 1659446415.1959
MEM 134.167969 1659446415.2962
MEM 134.167969 1659446415.3965
MEM 134.167969 1659446415.4968
MEM 134.167969 1659446415.5970
MEM 134.167969 1659446415.6973
MEM 141.296875 1659446415.7975
MEM 142.328125 1659446415.8979
MEM 142.328125 1659446415.9981
MEM 142.328125 1659446416.0984
MEM 142.328125 1659446416.1986
MEM 142.328125 1659446416.2989
MEM 142.328125 1659446416.3991
MEM 142.328125 1659446416.4994
MEM 142.328125 1659446416.5996
MEM 142.328125 1659446416.6999
MEM 142.328125 1659446416.8002
MEM 142.328125 1659446416.9004
MEM 144.386719 1659446417.0007
MEM 151.605469 1659446417.1009
MEM 151.605469 1659446417.2012
MEM 151.605469 1659446417.3015
MEM 151.605469 1659446417.4018
MEM 151.605469 1659446417.5020
MEM 151.605469 1659446417.6023
MEM 151.605469 1659446417.7025
MEM 151.605469 1659446417.8028
MEM 151.605469 1659446417.9031
MEM 151.605469 1659446418.0034
MEM 151.859375 1659446418.1036
MEM 158.625000 1659446418.2039
MEM 158.625000 1659446418.3042
MEM 158.625000 1659446418.4045
MEM 158.625000 1659446418.5048
MEM 158.625000 1659446418.6051
MEM 158.625000 1659446418.7053
MEM 158.625000 1659446418.8056
MEM 158.625000 1659446418.9059
MEM 158.625000 1659446419.0061
MEM 158.625000 1659446419.1063
MEM 158.625000 1659446419.2065
MEM 164.035156 1659446419.3069
MEM 164.035156 1659446419.4072
MEM 164.035156 1659446419.5074
MEM 164.035156 1659446419.6076
MEM 164.035156 1659446419.7079
MEM 164.035156 1659446419.8081
MEM 164.035156 1659446419.9083
MEM 164.035156 1659446420.0085
MEM 164.035156 1659446420.1088
MEM 164.035156 1659446420.2091
MEM 164.035156 1659446420.3094
MEM 164.035156 1659446420.4097
MEM 164.035156 1659446420.5099
MEM 171.066406 1659446420.6103
MEM 169.941406 1659446420.7106
MEM 169.941406 1659446420.8108
MEM 169.941406 1659446420.9110
MEM 169.941406 1659446421.0112
MEM 169.941406 1659446421.1115
MEM 169.941406 1659446421.2118
MEM 169.941406 1659446421.3120
MEM 169.941406 1659446421.4123
MEM 169.941406 1659446421.5126
MEM 169.941406 1659446421.6128
MEM 176.382812 1659446421.7131
MEM 176.382812 1659446421.8133
MEM 176.382812 1659446421.9137
MEM 176.382812 1659446422.0141
MEM 176.382812 1659446422.1144
MEM 176.382812 1659446422.2149
MEM 176.382812 1659446422.3153
MEM 176.382812 1659446422.4156
MEM 176.382812 1659446422.5159
MEM 176.382812 1659446422.6162
MEM 176.382812 1659446422.7164
MEM 176.382812 1659446422.8167
MEM 182.507812 1659446422.9170
MEM 182.527344 1659446423.0173
MEM 182.527344 1659446423.1176
MEM 182.625000 1659446423.2178
MEM 182.625000 1659446423.3181
MEM 182.625000 1659446423.4184
MEM 182.625000 1659446423.5187
MEM 182.625000 1659446423.6189
MEM 182.625000 1659446423.7192
MEM 182.625000 1659446423.8195
MEM 182.625000 1659446423.9197
MEM 182.761719 1659446424.0200
MEM 182.761719 1659446424.1203
MEM 182.761719 1659446424.2206
MEM 182.761719 1659446424.3208
MEM 182.761719 1659446424.4211
MEM 182.761719 1659446424.5214
MEM 182.761719 1659446424.6217
